DEPOT,AUTH_ID,PASS_NUMBER,ROUTE,RUN_NUMBER,SERV_ID,DATE,TIMESTAMP
CHAT,TA,349551,MISC,923,2,2011-11-11,2011-11-10 19:01:26
CSTT,TA,349890,MISC,483,2,2011-11-11,2011-11-10 19:24:07
CSTT,TA,373448,MISC,558,2,2011-11-11,2011-11-10 19:24:12
CSTT,TA,382002,CSTT,12A,,2011-11-11,2011-11-10 13:55:46
CSTT,TA,382002,MISC,530,0,2011-11-11,2011-11-10 19:24:08
CSTT,TA,383007,MISC,487,0,2011-11-11,2011-11-10 19:24:03
CHAT,TA,391447,CHAT,012,0,2011-11-11,2011-11-10 19:01:30
CSTT,TA,393277,MISC,496,0,2011-11-11,2011-11-10 13:45:33
CSTT,TA,393277,MISC,496,0,2011-11-11,2011-11-11 06:28:24
CSTT,TA,393277,CSTT,023,0,2011-11-11,2011-11-10 19:24:04
CSTT,TA,395622,MISC,522,2,2011-11-11,2011-11-10 13:45:36
CSTT,TA,396380,MISC,486,2,2011-11-11,2011-11-10 19:24:03
CSTT,TA,399002,MISC,593,0,2011-11-11,2011-11-10 19:24:16
CSTT,TA,402003,MISC,538,0,2011-11-11,2011-11-10 19:24:09
CSTT,TA,404585,CSTT,X02,0,2011-11-11,2011-11-10 19:24:16
CSTT,TA,404585,CSTT,003,0,2011-11-11,2011-11-10 19:23:58
MAVT,TA,405713,X1242,624,0,2011-11-11,2011-11-10 19:05:53
CSTT,TA,420914,MISC,520,0,2011-11-11,2011-11-10 19:24:06
CHAT,TA,426003,X22,812,2,2011-11-11,2011-11-10 19:01:17
CSTT,TA,426125,MISC,528,0,2011-11-11,2011-11-10 19:24:08
CHAT,TA,427131,X1719,866,0,2011-11-11,2011-11-10 19:01:25
MAVT,TA,427252,X1242,616,0,2011-11-11,2011-11-10 19:05:46
CSTT,TA,428009,MISC,535,2,2011-11-11,2011-11-10 19:24:11
CHAT,TA,430507,X0109,808,0,2011-11-11,2011-11-10 19:01:10
CSTT,TA,436686,MISC,536,0,2011-11-11,2011-11-10 19:24:08
CSTT,TA,439315,MISC,508,2,2011-11-11,2011-11-10 19:24:05
CSTT,TA,444445,MISC,505,2,2011-11-11,2011-11-10 19:24:04
MAVT,TA,444472,MAVT,05,,2011-11-11,2011-11-10 08:07:28
MAVT,TA,444472,X1242,603,0,2011-11-11,2011-11-10 19:05:38
CSTT,TA,451498,MISC,438,0,2011-11-11,2011-11-10 19:23:56
CSTT,TA,453846,MISC,467,2,2011-11-11,2011-11-10 19:24:08
CSTT,TA,453846,CSTT,009,,2011-11-11,2011-11-03 13:17:10
CHAT,TA,455001,S78,813,2,2011-11-11,2011-11-10 19:01:25
CSTT,TA,458485,MISC,444,0,2011-11-11,2011-11-10 19:23:56
CSTT,TA,465703,MISC,448,0,2011-11-11,2011-11-10 19:23:57
CHAT,TA,469215,CHAT,003,0,2011-11-11,2011-11-10 19:01:08
CSTT,TA,471164,MISC,494,0,2011-11-11,2011-11-10 19:24:03
CSTT,TA,471538,MISC,480,2,2011-11-11,2011-11-10 19:24:06
CSTT,TA,473717,MISC,590,0,2011-11-11,2011-11-10 19:24:15
CSTT,TA,474957,S53,309,0,2011-11-11,2011-11-10 19:24:08
CHAT,TA,486969,X1719,822,0,2011-11-11,2011-11-10 19:01:13
CHAT,TA,493002,CHAT,12,,2011-11-11,2011-11-10 12:19:26
CHAT,TA,493002,X1719,849,0,2011-11-11,2011-11-10 19:01:19
CHAT,TA,493002,S78,808a,2,2011-11-11,2011-11-11 09:15:27
CSTT,TA,494528,S53,304,2,2011-11-11,2011-11-10 19:23:52
CSTT,TA,511414,MISC,463,0,2011-11-11,2011-11-10 19:23:58
YUKT,TA,517316,MISC,134,0,2011-11-11,2011-11-10 19:03:59
CSTT,TA,519094,MISC,491,0,2011-11-11,2011-11-03 12:48:16
CSTT,TA,522063,MISC,547,0,2011-11-11,2011-11-10 19:24:09
CSTT,TA,533382,MISC,419,0,2011-11-11,2011-11-10 19:23:54
CHAT,TA,534861,X22,810,2,2011-11-11,2011-11-10 19:01:16
MAVT,TA,534875,MAVT,07,,2011-11-11,2011-11-10 08:07:32
MAVT,TA,534875,MAVT,004,2,2011-11-11,2011-11-10 19:05:40
MAVT,TA,537288,X1242,620,0,2011-11-11,2011-11-10 19:05:49
YUKT,TA,538781,X109,053,0,2011-11-11,2011-11-10 19:04:07
CHAT,TA,539962,S78,803,0,2011-11-11,2011-11-05 06:50:27
CSTT,TA,541861,X14,301,2,2011-11-11,2011-11-10 19:23:59
CSTT,TA,551963,MISC,543,0,2011-11-11,2011-11-10 19:24:09
CHAT,TA,552001,S7484,805,2,2011-11-11,2011-11-10 19:01:27
CSTT,TA,552746,MISC,408,0,2011-11-11,2011-11-10 19:23:52
CSTT,TA,554145,MISC,471,2,2011-11-11,2011-11-10 19:23:59
MAVT,TA,557062,X30,604,0,2011-11-11,2011-11-10 19:05:40
CSTT,TA,557193,MISC,478,0,2011-11-11,2011-11-10 19:24:00
CSTT,TA,557240,MISC,482,2,2011-11-11,2011-11-10 19:24:01
MAVT,TA,557396,MISC,703,0,2011-11-11,2011-11-10 19:05:47
CHAT,TA,563387,X1719,812,0,2011-11-11,2011-11-10 19:01:10
MAVT,TA,585567,X1242,618,0,2011-11-11,2011-11-10 19:05:47
CSTT,TA,587347,MISC,468,2,2011-11-11,2011-11-10 19:23:59
CSTT,TA,592207,MISC,525,0,2011-11-11,2011-11-10 13:19:30
CSTT,TA,594441,MISC,434,0,2011-11-11,2011-11-10 19:23:55
CSTT,TA,594981,MISC,517,2,2011-11-11,2011-11-10 19:24:06
YUKT,TA,595719,X109,020,0,2011-11-11,2011-11-10 19:04:00
CSTT,TA,595857,CSTT,011,0,2011-11-11,2011-11-10 14:01:42
CHAT,TA,596042,X22,808,0,2011-11-11,2011-11-10 19:01:14
YUKT,TA,596386,MISC,175,0,2011-11-11,2011-11-10 19:04:06
MAVT,TA,597486,X1242,609,0,2011-11-11,2011-11-10 19:05:42
CHAT,TA,598004,MISC,933,0,2011-11-11,2011-11-10 12:08:18
YUKT,TA,598852,S89,007,0,2011-11-11,2011-11-10 19:04:07
CHAT,TA,598868,X1719,803,0,2011-11-11,2011-11-10 19:01:08
CSTT,TA,598890,MISC,420,2,2011-11-11,2011-11-10 19:23:54
CHAT,TA,599312,X1719,804,0,2011-11-11,2011-11-10 12:11:11
MAVT,TA,601970,X1242,627,0,2011-11-11,2011-10-31 08:34:06
CHAT,TA,602825,X22,807,0,2011-11-11,2011-11-10 19:01:14
CSTT,TA,603002,MISC,412,0,2011-11-11,2011-11-10 19:23:52
CSTT,TA,603902,CSTT,X03,0,2011-11-11,2011-11-10 19:24:17
CSTT,TA,603902,CSTT,002,0,2011-11-11,2011-11-10 19:23:54
CSTT,TA,604246,MISC,465,2,2011-11-11,2011-11-03 12:48:15
YUKT,TA,612644,MISC,121,0,2011-11-11,2011-11-10 19:03:57
MAVT,TA,612733,MAVT,09,,2011-11-11,2011-11-10 08:07:36
MAVT,TA,612733,MAVT,005,2,2011-11-11,2011-11-10 19:05:43
CSTT,TA,613005,MISC,453,0,2011-11-11,2011-11-10 19:23:57
CSTT,TA,614953,MISC,579,0,2011-11-11,2011-11-03 12:48:19
CSTT,TA,618226,MISC,572,0,2011-11-11,2011-11-10 19:24:12
CSTT,TA,620171,CSTT,009,0,2011-11-11,2011-11-10 19:24:16
YUKT,TA,620551,X109,033,0,2011-11-11,2011-11-10 19:04:03
CSTT,TA,628557,S4696,306,2,2011-11-11,2011-11-10 19:24:05
CSTT,TA,633988,MISC,457,2,2011-11-11,2011-11-10 19:23:58
CSTT,TA,633990,X1011,304,2,2011-11-11,2011-11-10 19:24:05
CSTT,TA,634251,X1011,301,0,2011-11-11,2011-11-10 19:23:52
MAVT,TA,638579,X15,604,0,2011-11-11,2011-11-10 19:05:41
CSTT,TA,638581,MISC,569,0,2011-11-11,2011-11-10 13:58:57
CSTT,TA,638591,S4090,301,0,2011-11-11,2011-11-10 19:23:50
MAVT,TA,641943,MISC,709,0,2011-11-11,2011-11-10 19:05:52
CSTT,TA,643851,MISC,530,0,2011-11-11,2011-11-10 13:55:46
YUKT,TA,646552,MISC,176,2,2011-11-11,2011-11-10 19:04:06
YUKT,TA,653478,X109,033,0,2011-11-11,2011-11-05 10:07:26
MAVT,TA,658274,MISC,702,0,2011-11-11,2011-11-06 06:43:14
CSTT,TA,668925,MISC,441,2,2011-11-11,2011-11-10 19:23:56
CHAT,TA,672228,X0109,802,0,2011-11-11,2011-11-10 12:11:13
CHAT,TA,674010,X1719,856,0,2011-11-11,2011-11-10 19:01:21
CSTT,TA,674259,CSTT,015,,2011-11-11,2011-11-03 13:15:53
CSTT,TA,676806,S5181,301,0,2011-11-11,2011-11-10 19:23:50
CSTT,TA,676973,MISC,484,0,2011-11-11,2011-11-10 19:24:02
YUKT,TA,677445,MISC,173,2,2011-11-11,2011-11-10 14:28:34
CHAT,TA,678294,S55,801,0,2011-11-11,2011-11-10 19:01:16
MAVT,TA,679359,X1242,607,0,2011-11-11,2011-11-10 19:05:41
CSTT,TA,684371,X1011,302,0,2011-11-11,2011-11-10 19:23:55
YUKT,TA,685098,X109,077,2,2011-11-11,2011-11-10 19:04:12
CSTT,TA,686336,CSTT,007,,2011-11-11,2011-11-03 13:15:54
CSTT,TA,698001,CSTT,31,,2011-11-11,2011-11-10 14:01:43
CSTT,TA,698001,CSTT,011,0,2011-11-11,2011-11-10 19:24:16
CSTT,TA,706005,CSTT,14,,2011-11-11,2011-11-10 13:58:52
CSTT,TA,706005,CSTT,011,2,2011-11-11,2011-11-10 19:24:08
CSTT,TA,707396,MISC,507,2,2011-11-11,2011-11-10 19:24:04
YUKT,TA,713093,X109,067,0,2011-11-11,2011-11-10 19:04:11
CSTT,TA,715381,S54,302,0,2011-11-11,2011-11-10 19:24:10
MAVT,TA,715765,X30,610,0,2011-11-11,2011-11-10 19:05:46
CSTT,TA,720187,MISC,413,0,2011-11-11,2011-11-10 19:23:52
CSTT,TA,721937,MISC,584,0,2011-11-11,2011-11-10 19:24:13
MAVT,TA,721951,MISC,702,0,2011-11-11,2011-11-11 04:17:53
CSTT,TA,721951,CSTT,012,,2011-11-11,2011-11-03 13:17:12
CSTT,TA,722007,MISC,547,0,2011-11-11,2011-11-03 12:48:20
CHAT,TA,723403,X0109,809,0,2011-11-11,2011-11-10 12:11:16
YUKT,TA,726170,YUKT,X01,0,2011-11-11,2011-11-10 19:04:21
YUKT,TA,726170,YUKT,2,0,2011-11-11,2011-11-10 19:03:54
YUKT,TA,727396,MISC,192,2,2011-11-11,2011-11-10 19:04:09
YUKT,TA,728467,MISC,209,2,2011-11-11,2011-11-05 10:07:21
CSTT,TA,741628,S4898,305,0,2011-11-11,2011-11-10 19:23:59
CSTT,TA,741646,MISC,522,2,2011-11-11,2011-11-10 19:24:07
CSTT,TA,741646,CSTT,006,,2011-11-11,2011-11-03 13:15:54
CSTT,TA,743006,MISC,449,0,2011-11-11,2011-11-10 19:23:57
CSTT,TA,747319,MISC,454,0,2011-11-11,2011-11-10 19:23:58
MAVT,TA,750872,MISC,711,0,2011-11-11,2011-11-10 19:05:54
YUKT,TA,756020,YUKT,10,,2011-11-11,2011-11-10 14:28:25
YUKT,TA,756020,YUKT,008,2,2011-11-11,2011-11-10 19:04:02
CSTT,TA,757516,CSTT,09B,,2011-11-11,2011-11-10 13:55:41
CSTT,TA,757516,CSTT,009,2,2011-11-11,2011-11-10 19:24:02
YUKT,TA,757664,MISC,211,2,2011-11-11,2011-11-10 07:44:49
MAVT,TA,757677,X1011,602,0,2011-11-11,2011-11-10 08:07:40
CSTT,TA,759155,MISC,580,0,2011-11-11,2011-11-10 19:24:13
CSTT,TA,760167,MISC,586,0,2011-11-11,2011-11-10 19:24:13
MAVT,TA,761670,X1242,623,0,2011-11-11,2011-11-10 19:05:53
CSTT,TA,761748,MISC,481,0,2011-11-11,2011-11-10 19:24:01
MAVT,TA,764750,X30,608,0,2011-11-11,2011-11-10 19:05:43
CSTT,TA,765082,S4898,306,2,2011-11-11,2011-11-10 19:24:03
CHAT,TA,771004,X31,802,0,2011-11-11,2011-11-10 19:01:10
CHAT,TA,771004,CHAT,007,,2011-11-11,2011-11-05 07:05:50
CHAT,TA,771005,X1719,869,0,2011-11-11,2011-11-10 19:01:26
CHAT,TA,773866,X22,809,2,2011-11-11,2011-11-10 12:19:23
CSTT,TA,776952,S4252,303,0,2011-11-11,2011-11-03 12:48:09
CSTT,TA,778533,MISC,485,2,2011-11-11,2011-11-10 19:24:02
CSTT,TA,779211,S4252,304,0,2011-11-11,2011-11-10 19:24:16
CSTT,TA,780339,MISC,498,2,2011-11-11,2011-11-10 19:24:04
CSTT,TA,781900,MISC,509,2,2011-11-11,2011-11-10 19:24:05
CSTT,TA,782269,MISC,459,0,2011-11-11,2011-11-10 19:23:58
MAVT,TA,782270,MAVT,02,,2011-11-11,2011-10-31 08:34:06
MAVT,TA,782270,X1242,627,0,2011-11-11,2011-11-10 19:05:55
CSTT,TA,783721,MISC,521,2,2011-11-11,2011-11-10 19:24:07
CSTT,TA,784228,S4090,302,2,2011-11-11,2011-11-10 19:23:55
CSTT,TA,790001,CSTT,30,,2011-11-11,2011-11-10 14:01:46
CSTT,TA,790001,CSTT,022,2,2011-11-11,2011-11-10 19:24:16
CSTT,TA,790001,S4898,301d,0,2011-11-11,2011-11-10 23:26:06
YUKT,TA,791233,X109,071,0,2011-11-11,2011-11-10 19:04:11
CHAT,TA,792418,X31,806,2,2011-11-11,2011-11-10 19:01:19
CHAT,TA,802780,X1719,840,0,2011-11-11,2011-11-10 19:01:17
CHAT,TA,811211,MISC,929,2,2011-11-11,2011-11-10 19:01:24
MAVT,TA,815789,X15,613,0,2011-11-11,2011-11-10 19:05:55
CSTT,TA,816319,S4252,302,2,2011-11-11,2011-11-10 19:24:04
CHAT,TA,819210,S78,812,2,2011-11-11,2011-11-10 19:01:20
CSTT,TA,823585,MISC,513,2,2011-11-11,2011-11-10 19:24:07
CHAT,TA,823588,X0109,805,0,2011-11-11,2011-11-10 19:01:10
CHAT,TA,823588,CHAT,006,,2011-11-11,2011-11-05 07:05:47
CHAT,TA,826562,MISC,937,2,2011-11-11,2011-11-10 19:01:20
YUKT,TA,829595,S89,006,2,2011-11-11,2011-11-05 10:07:18
CSTT,TA,834219,MISC,516,2,2011-11-11,2011-11-10 19:24:06
CHAT,TA,834230,MISC,941,2,2011-11-11,2011-11-10 19:01:21
CSTT,TA,847022,CSTT,01,0,2011-11-11,2011-11-05 01:10:13
CSTT,TA,847022,MISC,503,2,2011-11-11,2011-11-05 01:10:13
CHAT,TA,849618,MISC,901,0,2011-11-11,2011-11-10 19:01:07
YUKT,TA,851032,MISC,189,0,2011-11-11,2011-11-10 19:04:09
CHAT,TA,852003,X1719,871,0,2011-11-11,2011-11-10 19:01:27
YUKT,TA,861141,X109,048,0,2011-11-11,2011-11-10 19:04:06
CSTT,TA,869201,S4898,303,2,2011-11-11,2011-11-10 19:23:58
CSTT,TA,873086,S53,302,0,2011-11-11,2011-11-10 19:23:51
CSTT,TA,874591,CSTT,001,0,2011-11-11,2011-11-10 19:23:50
YUKT,TA,876002,MISC,217,0,2011-11-11,2011-11-10 19:04:15
CSTT,TA,878823,MISC,519,2,2011-11-11,2011-11-10 19:24:06
CSTT,TA,880413,MISC,473,2,2011-11-11,2011-11-10 19:23:59
YUKT,TA,880976,X109,031,0,2011-11-11,2011-11-10 19:04:03
CHAT,TA,886050,MISC,920,0,2011-11-11,2011-11-10 19:01:13
YUKT,TA,889861,MISC,190,0,2011-11-11,2011-11-10 19:04:09
CSTT,TA,897369,S4898,304,0,2011-11-11,2011-11-10 19:23:59
CHAT,TA,897392,X22,814,0,2011-11-11,2011-11-10 19:01:21
CSTT,TA,899648,MISC,470,0,2011-11-11,2011-11-10 19:23:59
CSTT,TA,899679,X1011,306,0,2011-11-11,2011-11-10 19:24:16
CSTT,TA,902898,MISC,504,0,2011-11-11,2011-11-10 13:45:34
YUKT,TA,905143,X109,069,2,2011-11-11,2011-11-10 19:04:14
YUKT,TA,907573,MISC,154,0,2011-11-11,2011-11-10 19:04:02
CSTT,TA,909491,S4696,303,0,2011-11-11,2011-11-10 19:23:52
MAVT,TA,912197,MISC,710,0,2011-11-11,2011-11-10 19:05:54
CSTT,TA,913743,CSTT,08,,2011-11-11,2011-11-10 13:55:39
CSTT,TA,913743,CSTT,007,2,2011-11-11,2011-11-10 19:23:58
CSTT,TA,913796,MISC,525,0,2011-11-11,2011-11-10 13:19:30
CSTT,TA,913796,MISC,525,0,2011-11-11,2011-11-10 13:19:30
CSTT,TA,913796,CSTT,06A,,2011-11-11,2011-11-03 12:48:10
CHAT,TA,915373,MISC,943,0,2011-11-11,2011-11-10 19:01:23
CSTT,TA,915671,MISC,479,0,2011-11-11,2011-11-10 19:24:01
CSTT,TA,917769,MISC,464,2,2011-11-11,2011-11-10 19:23:59
CSTT,TA,918147,MISC,450,0,2011-11-11,2011-11-10 19:23:57
YUKT,TA,918449,X109,035,0,2011-11-11,2011-11-10 19:04:03
MAVT,TA,919877,MISC,701,0,2011-11-11,2011-11-10 19:05:39
CSTT,TA,921089,MISC,518,2,2011-11-11,2011-11-10 19:24:06
MAVT,TA,921502,X1242,625,0,2011-11-11,2011-11-10 19:05:53
CSTT,TA,924141,X1011,305,2,2011-11-11,2011-11-10 19:24:05
CSTT,TA,924896,MISC,475,0,2011-11-11,2011-11-10 19:24:00
CHAT,TA,924901,X1719,818,0,2011-11-11,2011-11-10 19:01:11
CHAT,TA,924915,X1719,874,0,2011-11-11,2011-11-10 19:01:29
CSTT,TA,924946,MISC,456,0,2011-11-11,2011-11-10 19:23:58
MAVT,TA,925247,X1242,608,0,2011-11-11,2011-11-10 08:07:34
CSTT,TA,925729,MISC,511,2,2011-11-11,2011-11-10 19:24:05
CHAT,TA,927495,X1719,847,2,2011-11-11,2011-11-10 12:19:24
CSTT,TA,932952,MISC,501,2,2011-11-11,2011-11-10 19:24:04
MAVT,TA,933163,MAVT,001b,2,2011-11-11,2011-11-11 05:34:13
MAVT,TA,933163,MAVT,001a,2,2011-11-11,2011-11-11 05:34:12
MAVT,TA,933163,X15,604,0,2011-11-11,2011-11-11 05:34:13
MAVT,TA,933163,MAVT,03,,2011-11-11,2011-11-10 08:07:24
MAVT,TA,933163,MAVT,001,2,2011-11-11,2011-11-10 19:05:36
CSTT,TA,938648,MISC,523,2,2011-11-11,2011-11-10 19:24:07
CSTT,TA,940156,MISC,497,0,2011-11-11,2011-11-10 19:24:04
CSTT,TA,940157,CSTT,02,0,2011-11-11,2011-11-05 01:13:16
CSTT,TA,940157,MISC,512,0,2011-11-11,2011-11-05 01:13:16
MAVT,TA,956377,X1242,602,0,2011-11-11,2011-11-10 19:05:37
CHAT,TA,956773,X1719,867,0,2011-11-11,2011-11-10 19:01:25
YUKT,TA,957418,MISC,187,0,2011-11-11,2011-11-10 19:04:08
CSTT,TA,959221,MISC,537,0,2011-11-11,2011-11-10 19:24:09
YUKT,TA,965973,MISC,208,2,2011-11-11,2011-11-10 19:04:15
YUKT,TA,968382,X109,084,0,2011-11-11,2011-11-10 19:04:13
CSTT,TA,968403,S54,301,0,2011-11-11,2011-11-10 19:24:03
MAVT,TA,968479,MAVT,11,,2011-11-11,2011-11-10 08:07:41
MAVT,TA,968479,X1011,602,0,2011-11-11,2011-11-10 19:05:47
CSTT,TA,970340,MISC,488,2,2011-11-11,2011-11-10 19:24:03
CSTT,TA,986684,CSTT,008,0,2011-11-11,2011-11-10 19:24:15
CSTT,TA,986684,CSTT,X08,0,2011-11-11,2011-11-10 23:08:17
CSTT,TA,989541,MISC,510,0,2011-11-11,2011-11-10 19:24:05
YUKT,TA,990721,MISC,254,0,2011-11-11,2011-11-10 19:04:19
CSTT,TA,538003,CSTT,002c,2,2011-11-11,2011-11-11 06:17:53
CSTT,TA,538003,CSTT,002b,2,2011-11-11,2011-11-11 06:17:44
CSTT,TA,538003,CSTT,002a,2,2011-11-11,2011-11-11 06:17:44
CSTT,TA,538003,CSTT,02,,2011-11-11,2011-11-10 13:55:37
CSTT,TA,538003,CSTT,002,2,2011-11-11,2011-11-10 19:23:51
CSTT,TA,538003,S4898,301b,0,2011-11-11,2011-11-11 06:17:53
MTVT,OA,010988,MTVT,004,0,2011-11-11,2011-11-10 19:07:31
MTVT,OA,011278,MTVT,003,0,2011-11-11,2011-11-10 19:07:31
MTVT,OA,012506,M1,003,0,2011-11-11,2011-11-10 19:07:34
WFRT,OA,012632,WFRT,003,0,2011-11-11,2011-11-10 19:08:55
MJQT,OA,012772,MJQT,099,0,2011-11-11,2011-11-10 19:53:13
MJQT,OA,012772,MJQT,X99,0,2011-11-11,2011-11-11 09:35:51
MTVT,OA,012841,M1,004,0,2011-11-11,2011-11-10 19:07:35
MTVT,OA,013168,M1,X03,0,2011-11-11,2011-11-10 19:07:37
MTVT,OA,013168,M1,025,0,2011-11-11,2011-11-10 19:07:37
MTVT,OA,013196,MTVT,006,0,2011-11-11,2011-11-10 19:07:37
MTVT,OA,013196,MTVT,X07,0,2011-11-11,2011-11-10 19:07:37
MTVT,OA,013519,M1,014,0,2011-11-11,2011-11-10 19:07:38
MTVT,OA,013642,M1,022,0,2011-11-11,2011-11-10 19:07:39
MTVT,OA,014361,M1,011,0,2011-11-11,2011-11-10 11:29:45
MTVT,OA,014394,M1,006,0,2011-11-11,2011-11-10 19:07:40
MTVT,OA,015071,M2,101,0,2011-11-11,2011-11-10 11:31:07
MTVT,OA,015377,M1,021,0,2011-11-11,2011-11-10 19:07:42
100T,OA,016258,100T,001,0,2011-11-11,2011-11-10 19:14:38
MTVT,OA,016349,MTVT,001,0,2011-11-11,2011-11-05 10:35:26
WFRT,OA,016784,WFRT,007,0,2011-11-11,2011-11-10 19:08:59
MTVT,OA,018339,M5,227,0,2011-11-11,2011-11-10 11:32:29
WFRT,OA,018898,BX6,028,0,2011-11-11,2011-11-10 19:09:00
MJQT,OA,019062,M72,112,0,2011-11-11,2011-11-10 19:53:11
MTVT,OA,019352,M2,118,0,2011-11-11,2011-11-10 19:07:51
MTVT,OA,019362,M2,102,0,2011-11-11,2011-11-10 19:07:51
MJQT,OA,019458,M50,007,0,2011-11-11,2011-11-10 19:53:18
MTVT,OA,019503,M116,903,2,2011-11-11,2011-11-10 19:07:53
MTVT,OA,019507,M1,012,0,2011-11-11,2011-11-10 19:07:53
MTVT,OA,019796,M1,016,0,2011-11-11,2011-11-10 19:07:54
MTVT,OA,019865,M96,025,0,2011-11-11,2011-11-10 11:32:45
MTVT,OA,020106,M3,204,0,2011-11-11,2011-11-10 11:31:21
MTVT,OA,020137,M3,207,0,2011-11-11,2011-11-10 19:07:55
MTVT,OA,020307,M7,701,0,2011-11-11,2011-11-10 19:07:57
KBGT,OA,020542,BX41,011,0,2011-11-11,2011-11-10 19:24:33
MTVT,OA,020691,M1,001,0,2011-11-11,2011-11-10 19:07:58
MTVT,OA,020696,M2,123,0,2011-11-11,2011-11-10 19:07:58
MJQT,OA,020796,MJQT,01,,2011-11-11,2011-11-10 10:10:03
MJQT,OA,020796,MJQT,001,2,2011-11-11,2011-11-10 19:52:38
MJQT,OA,020796,M14AD,005,0,2011-11-11,2011-11-11 04:59:59
MJQT,OA,020796,MJQT,X11,0,2011-11-11,2011-11-10 19:52:37
MJQT,OA,020797,M14AD,026,0,2011-11-11,2011-11-10 10:11:37
100T,OA,020810,M101,003,0,2011-11-11,2011-11-10 19:14:38
MJQT,OA,020824,MJQT,14,,2011-11-11,2011-11-10 10:12:49
MJQT,OA,020824,M57,008,0,2011-11-11,2011-11-10 19:53:00
MTVT,OA,020869,M116,904,2,2011-11-11,2011-11-10 19:07:59
MTVT,OA,021017,M7,739,0,2011-11-11,2011-11-10 19:08:00
MTVT,OA,021065,M4,119,0,2011-11-11,2011-11-10 19:08:00
GUNT,OA,023367,BX238,011,0,2011-11-11,2011-11-10 19:05:34
GUNT,OA,023404,BX402,020,0,2011-11-11,2011-11-04 19:47:08
MTVT,OA,023484,M2,108,0,2011-11-11,2011-11-10 19:08:00
MTVT,OA,023606,M1,013,0,2011-11-11,2011-11-10 11:29:47
MTVT,OA,023609,M4,101,0,2011-11-11,2011-11-10 00:11:24
MTVT,OA,023613,M1,018,0,2011-11-11,2011-11-10 19:08:01
MTVT,OA,023686,M1,017,0,2011-11-11,2011-11-04 09:04:21
MJQT,OA,023688,M66,013,0,2011-11-11,2011-11-10 10:13:16
MTVT,OA,023689,M4,118,0,2011-11-11,2011-11-10 19:08:02
MTVT,OA,023699,M1,020,0,2011-11-11,2011-11-10 19:08:02
WFRT,OA,023717,BX6,025,0,2011-11-11,2011-11-10 19:09:04
KBGT,OA,023747,BX7,113,0,2011-11-11,2011-11-04 06:42:03
MTVT,OA,023850,MTVT,09,,2011-11-11,2011-11-10 11:44:57
MTVT,OA,023850,M2,122,0,2011-11-11,2011-11-10 19:03:45
WFRT,OA,023856,WFRT,022,,2011-11-11,2011-11-10 13:00:57
MTVT,OA,024552,M11,316,0,2011-11-11,2011-11-10 19:08:04
100T,OA,024571,M101,OTVOL,,2011-11-11,2011-11-10 06:15:23
MTVT,OA,024629,M7,721,0,2011-11-11,2011-11-10 19:08:04
KBGT,OA,024658,BX1X2,042,0,2011-11-11,2011-11-10 11:59:51
KBGT,OA,024660,BX18,003,0,2011-11-11,2011-11-04 06:41:53
MTVT,OA,024663,M4,135,0,2011-11-11,2011-11-10 19:08:04
KBGT,OA,024716,BX3,108,0,2011-11-11,2011-11-10 19:24:46
WFRT,OA,024718,BX6,022,0,2011-11-11,2011-11-10 19:09:05
MTVT,OA,024755,M3,203,0,2011-11-11,2011-11-10 19:08:05
MTVT,OA,024976,MTVT,015,,2011-11-11,2011-11-04 09:52:03
KBGT,OA,025053,BX9,021,0,2011-11-11,2011-11-10 19:24:52
KBGT,OA,025122,M100,314,0,2011-11-11,2011-11-10 19:26:21
MTVT,OA,025236,M2,124,0,2011-11-11,2011-11-10 19:03:45
MTVT,OA,025236,MTVT,21,,2011-11-11,2011-11-10 11:31:13
100T,OA,025378,M79,203,0,2011-11-11,2011-11-10 19:14:41
MJQT,OA,025388,MJQT,002,0,2011-11-11,2011-11-10 19:53:14
MJQT,OA,025388,MJQT,X01,0,2011-11-11,2011-11-10 19:52:41
KBGT,OA,025483,BX3,104,0,2011-11-11,2011-11-10 10:37:42
MTVT,OA,025509,M2,104,0,2011-11-11,2011-11-10 19:08:06
GUNT,OA,025560,BX29,501,0,2011-11-11,2011-11-10 19:05:41
MTVT,OA,025792,M5,230,0,2011-11-11,2011-11-10 19:08:06
MTVT,OA,025804,M116,901,2,2011-11-11,2011-11-10 11:31:05
MTVT,OA,025979,M7,703,0,2011-11-11,2011-11-10 19:08:07
100T,OA,026115,M101,019,0,2011-11-11,2011-11-10 11:23:34
ENYT,OA,026131,B15,143,0,2011-11-11,2011-11-10 19:04:01
WFRT,OA,026376,WFRT,020,,2011-11-11,2011-11-10 13:00:56
GUNT,OA,026843,BX12,003,0,2011-11-11,2011-11-10 19:05:44
MTVT,OA,026897,M2,145,0,2011-11-11,2011-11-10 11:31:19
MTVT,OA,027097,M7,713,0,2011-11-11,2011-11-10 19:08:09
WFRT,OA,027421,WFRT,012,,2011-11-11,2011-11-10 09:56:30
MJQT,OA,027448,MJQT,27,,2011-11-11,2011-11-10 10:13:40
MJQT,OA,027448,M34,022,0,2011-11-11,2011-11-10 19:53:10
MTVT,OA,027811,M7,714,0,2011-11-11,2011-11-10 19:08:10
MTVT,OA,027828,MTVT,003,0,2011-11-11,2011-11-10 09:52:20
MTVT,OA,027828,M1,013,0,2011-11-11,2011-11-10 19:03:47
