DEPOT,AUTH_ID,PASS_NUMBER,ROUTE,RUN_NUMBER,SERV_ID,DATE,TIMESTAMP
QUVT,TA,619011,MISC,520,0,2011-11-11,2011-11-10 20:07:09
QUVT,TA,597008,Q27,022,0,2011-11-11,2011-11-10 20:06:59
JGLT,TA,104025,JGLT,OTVOL,,2011-11-11,2011-11-09 23:47:11
ENYT,TA,414009,B45,002,0,2011-11-11,2011-11-10 19:03:47
CSTT,TA,596004,MISC,445,0,2011-11-11,2011-11-10 19:23:57
UPKT,TA,346005,UPKT,028,,2011-11-11,2011-11-03 14:35:13
QUVT,TA,073006,MISC,462,0,2011-11-11,2011-11-10 20:07:01
126T,TA,115009,M15,044,0,2011-11-11,2011-11-10 15:59:57
CSTT,TA,760003,MISC,416,0,2011-11-11,2011-11-10 19:23:53
YUKT,TA,843006,MISC,246,0,2011-11-11,2011-11-10 19:04:18
GUNT,TA,779008,BX5,327,0,2011-11-11,2011-11-10 19:06:23
JGLT,TA,561018,B11,005,0,2011-11-11,2011-11-10 20:22:52
100T,TA,670004,M101,040,0,2011-11-11,2011-11-10 19:14:41
FLTT,TA,832028,B46,211,0,2011-11-11,2011-11-10 19:07:02
FLTT,TA,832028,B46,OTVOL,,2011-11-11,2011-11-10 08:21:47
FLTT,TA,206024,B46,198,0,2011-11-11,2011-11-10 19:06:59
FLTT,TA,206024,B46,OTVOL,,2011-11-11,2011-11-10 08:21:32
QUVT,TA,327013,MISC,342,0,2011-11-11,2011-11-10 20:06:40
WFRT,TA,620017,BX6,031,0,2011-11-11,2011-11-10 19:09:21
126T,TA,829002,M15,021,0,2011-11-11,2011-11-10 20:28:50
CAST,TA,243002,Q12,009,0,2011-11-11,2011-11-10 19:09:38
GUNT,TA,322003,SBS12,216,0,2011-11-11,2011-11-10 19:06:19
QUVT,TA,165011,MISC,379,0,2011-11-11,2011-11-10 12:09:54
ENYT,TA,928006,ENYT,XL31,,2011-11-11,2011-11-10 11:04:11
ENYT,TA,928006,B42,006,0,2011-11-11,2011-11-10 19:03:52
FLTT,TA,046003,B46,106,0,2011-11-11,2011-10-30 09:23:00
YUKT,TA,597009,MISC,147,0,2011-11-11,2011-11-10 19:04:01
WFRT,TA,691012,BX6,002,0,2011-11-11,2011-11-10 19:09:21
ENYT,TA,153010,B14,005,0,2011-11-11,2011-11-10 19:03:49
ENYT,TA,223008,B14,018,0,2011-11-11,2011-11-04 07:39:14
KBGT,OA,016451,BX9,019,0,2011-11-11,2011-11-10 19:24:37
KBGT,OA,016540,BX13,206,0,2011-11-11,2011-11-10 19:25:10
MTVT,OA,016704,M96,010,0,2011-11-11,2011-11-10 19:07:48
MTVT,OA,019909,M5,228,0,2011-11-11,2011-11-10 19:07:54
MTVT,OA,023757,MTVT,14A,,2011-11-11,2011-11-10 11:32:27
MTVT,OA,023757,M5,224,0,2011-11-11,2011-11-10 19:03:44
100T,OA,024721,M86,301,0,2011-11-11,2011-11-10 19:14:38
WFRT,OA,027095,BX6,010,0,2011-11-11,2011-11-11 04:50:35
MTVT,OA,027815,M3,215,0,2011-11-11,2011-11-10 19:08:10
KBGT,OA,028658,BX13,218,0,2011-11-11,2011-11-10 19:26:48
WFRT,OA,029047,WFRT,24B,,2011-11-11,2011-11-10 09:59:23
MJQT,OA,031700,M9,109,0,2011-11-11,2011-11-10 19:53:09
MJQT,OA,031700,MJQT,017,0,2011-11-11,2011-11-10 09:40:47
MJQT,OA,031700,M20,113,0,2011-11-11,2011-11-10 09:40:45
MTVT,OA,031799,M5,238,0,2011-11-11,2011-11-10 19:08:19
MTVT,OA,032430,M96,033,0,2011-11-11,2011-11-04 09:04:46
MTVT,OA,032484,M96,032,0,2011-11-11,2011-11-10 19:08:20
GAVT,OA,033117,GAVT,001,0,2011-11-11,2011-11-10 21:04:55
GAVT,OA,033117,Q59,801,0,2011-11-11,2011-11-10 09:05:52
MTVT,OA,033118,MTVT,010,0,2011-11-11,2011-11-10 19:08:21
ENYT,OA,033544,ENYT,WC1,,2011-11-11,2011-11-10 19:04:09
MTVT,OA,033559,M96,005,0,2011-11-11,2011-11-04 09:04:40
MTVT,OA,033586,M5,211,0,2011-11-11,2011-11-10 19:08:22
MTVT,OA,033587,MTVT,13,,2011-11-11,2011-11-10 11:31:24
MTVT,OA,033587,M3,216,0,2011-11-11,2011-11-10 19:03:52
KBGT,OA,033590,BX41,037,0,2011-11-11,2011-11-10 19:26:50
MTVT,OA,033595,M7,704,0,2011-11-11,2011-11-10 19:08:22
ENYT,OA,033654,B15,158,0,2011-11-11,2011-11-10 19:04:07
MTVT,OA,033677,MTVT,25,,2011-11-11,2011-11-10 11:29:50
MTVT,OA,033677,M1,029,0,2011-11-11,2011-11-10 19:03:52
WFRT,OA,033681,WFRT,003b,2,2011-11-11,2011-11-11 05:51:10
WFRT,OA,033681,WFRT,003a,2,2011-11-11,2011-11-11 05:51:10
WFRT,OA,033681,WFRT,002,,2011-11-11,2011-11-10 13:00:51
WFRT,OA,033681,WFRT,003,2,2011-11-11,2011-11-10 19:09:15
FRPT,OA,033726,B52,131,0,2011-11-11,2011-11-10 19:01:08
MTVT,OA,033728,M5,241,0,2011-11-11,2011-11-04 09:05:13
KBGT,OA,019194,BX41,003,0,2011-11-11,2011-11-10 08:49:03
KBGT,OA,019350,BX41,013,0,2011-11-11,2011-11-10 19:24:45
KBGT,OA,019350,BX39,X01,0,2011-11-11,2011-11-10 09:03:30
KBGT,OA,019350,KBGT,001,0,2011-11-11,2011-11-10 09:03:31
KBGT,OA,019350,BX1X2,048,0,2011-11-11,2011-11-10 09:03:25
100T,OA,020678,M101,002,0,2011-11-11,2011-11-10 19:14:38
KBGT,OA,029769,KBGT,37,,2011-11-11,2011-11-10 12:24:29
KBGT,OA,029769,M100,322,0,2011-11-11,2011-11-10 19:26:30
100T,OA,032006,M101,076,0,2011-11-11,2011-11-10 19:14:44
100T,OA,033481,M101,032,0,2011-11-11,2011-11-10 11:23:39
100T,OA,033562,M101,039,0,2011-11-11,2011-11-10 11:23:40
FRPT,OA,033582,B26,007,0,2011-11-11,2011-11-10 19:01:00
100T,OA,033646,M101,023,0,2011-11-11,2011-11-10 19:14:39
MJQT,OA,032493,MJQT,003,0,2011-11-11,2011-11-10 10:15:05
MAVT,TA,201016,X15,606,0,2011-11-11,2011-11-10 19:05:44
CHAT,TA,131370,X1719,808,0,2011-11-11,2011-11-10 12:11:14
YUKT,TA,363615,X109,065,2,2011-11-11,2011-11-10 19:04:10
YUKT,TA,125290,X109,057,2,2011-11-11,2011-11-10 19:04:14
YUKT,TA,196952,X109,047,0,2011-11-11,2011-11-10 19:04:06
YUKT,TA,684341,YUKT,006b,2,2011-11-11,2011-11-11 07:40:53
YUKT,TA,684341,YUKT,006a,2,2011-11-11,2011-11-11 07:40:53
YUKT,TA,684341,MISC,157,2,2011-11-11,2011-11-11 07:40:53
YUKT,TA,684341,YUKT,08A,,2011-11-11,2011-11-10 14:28:19
YUKT,TA,684341,YUKT,006,2,2011-11-11,2011-11-10 19:03:57
CHAT,TA,718506,CHAT,004,0,2011-11-11,2011-11-10 11:34:04
YUKT,TA,210892,X109,068,2,2011-11-11,2011-11-10 19:04:11
YUKT,TA,465676,X109,074,0,2011-11-11,2011-11-10 19:04:12
YUKT,TA,722933,X109,089,0,2011-11-11,2011-11-10 19:04:21
CHAT,TA,189977,X1719,826,0,2011-11-11,2011-11-10 19:01:14
YUKT,TA,494002,MISC,102,2,2011-11-11,2011-11-10 19:03:55
CHAT,TA,102207,X1719,863,0,2011-11-11,2011-11-10 19:01:24
YUKT,TA,140642,MISC,164,0,2011-11-11,2011-11-10 19:04:04
CHAT,TA,329590,X1719,865,0,2011-11-11,2011-11-10 19:01:24
MAVT,TA,428063,X15,612,0,2011-11-11,2011-11-10 19:05:54
YUKT,TA,408114,MISC,157,2,2011-11-11,2011-11-10 19:04:13
YUKT,TA,630439,YUKT,005,0,2011-11-11,2011-11-07 08:06:29
YUKT,TA,436902,X109,032,0,2011-11-11,2011-11-10 19:04:03
YUKT,TA,909352,S6292,004,0,2011-11-11,2011-11-10 14:28:48
YUKT,TA,178775,X109,075,0,2011-11-11,2011-11-10 19:04:12
CHAT,TA,688826,X0109,818,0,2011-11-11,2011-11-10 12:19:27
YUKT,TA,890231,S59,002,0,2011-11-11,2011-11-10 19:03:59
CHAT,TA,906271,X1719,838,0,2011-11-11,2011-11-10 19:01:17
YUKT,TA,824005,MISC,239,0,2011-11-11,2011-11-10 19:04:17
YUKT,TA,814180,MISC,104,0,2011-11-11,2011-11-10 19:03:55
CHAT,TA,841451,X22,811,0,2011-11-11,2011-11-10 19:01:16
YUKT,TA,007817,YUKT,002b,2,2011-11-11,2011-11-11 06:18:29
YUKT,TA,007817,YUKT,002a,2,2011-11-11,2011-11-11 06:18:29
YUKT,TA,007817,MISC,169,2,2011-11-11,2011-11-11 06:18:29
YUKT,TA,007817,YUKT,05,,2011-11-11,2011-11-10 14:28:13
YUKT,TA,007817,YUKT,002,2,2011-11-11,2011-11-10 19:03:55
CHAT,TA,561056,X1719,855,0,2011-11-11,2011-11-10 19:01:21
YUKT,TA,303002,MISC,112,0,2011-11-11,2011-11-10 19:03:56
CHAT,TA,020546,X0109,815,2,2011-11-11,2011-11-10 19:01:19
MAVT,TA,271731,X1242,617,0,2011-11-11,2011-11-10 19:05:47
YUKT,TA,633062,X109,070,0,2011-11-11,2011-11-10 19:04:11
YUKT,TA,822901,X109,037,0,2011-11-11,2011-11-10 19:04:04
YUKT,TA,757589,X109,078,2,2011-11-11,2011-11-10 19:04:12
YUKT,TA,675592,MISC,132,0,2011-11-11,2011-11-10 19:03:59
YUKT,TA,700789,X109,017,0,2011-11-11,2011-11-10 19:04:00
YUKT,TA,778004,YUKT,12,,2011-11-11,2011-11-05 10:41:11
YUKT,TA,778004,X109,041,0,2011-11-11,2011-11-10 19:04:05
CHAT,TA,678102,CHAT,009,0,2011-11-11,2011-11-10 19:01:30
CHAT,TA,010971,CHAT,005,0,2011-11-11,2011-11-10 12:11:19
YUKT,TA,175002,MISC,223,2,2011-11-11,2011-11-10 19:04:17
YUKT,TA,175002,MISC,236,0,2011-11-11,2011-11-10 08:42:55
YUKT,TA,347033,X109,025,0,2011-11-11,2011-11-10 19:04:02
YUKT,TA,192413,YUKT,010,0,2011-11-11,2011-11-10 19:04:20
CHAT,TA,710477,X1719,842,0,2011-11-11,2011-11-10 19:01:18
YUKT,TA,289009,S6292,001b,0,2011-11-11,2011-11-10 19:03:54
YUKT,TA,289009,S6292,001a,0,2011-11-11,2011-11-10 19:00:39
YUKT,TA,289009,YUKT,001,,2011-11-11,2011-11-05 10:41:17
YUKT,TA,289009,S6292,001,0,2011-11-11,2011-11-10 14:09:22
YUKT,TA,474474,X109,050,2,2011-11-11,2011-11-10 19:04:06
YUKT,TA,334739,MISC,180,0,2011-11-11,2011-11-10 19:04:07
CHAT,TA,507006,X1719,829,0,2011-11-11,2011-11-10 19:01:15
YUKT,TA,035163,X109,082,0,2011-11-11,2011-11-10 19:04:12
YUKT,TA,219850,MISC,115,0,2011-11-11,2011-11-10 19:03:57
CHAT,TA,808796,X1719,850,0,2011-11-11,2011-11-10 19:01:20
YUKT,TA,657009,MISC,185,0,2011-11-11,2011-11-10 19:04:07
YUKT,TA,176427,YUKT,03,,2011-11-11,2011-11-05 11:46:46
YUKT,TA,008018,S79,002,2,2011-11-11,2011-11-10 19:04:17
CHAT,TA,556575,X1719,806,0,2011-11-11,2011-11-10 19:01:09
CHAT,TA,556575,X1719,806b,0,2011-11-11,2011-11-11 08:59:23
CHAT,TA,556575,X1719,806a,0,2011-11-11,2011-11-11 08:59:23
YUKT,TA,305139,S89,002,2,2011-11-11,2011-11-10 19:03:58
YUKT,TA,217003,YUKT,05,,2011-11-11,2011-11-05 11:43:03
CHAT,TA,503443,X1719,837,2,2011-11-11,2011-11-10 19:01:16
YUKT,TA,658005,MISC,141,2,2011-11-11,2011-11-10 19:04:14
CHAT,TA,757351,X0109,802,0,2011-11-11,2011-11-10 19:01:09
CHAT,TA,757351,CHAT,004,,2011-11-11,2011-11-05 07:05:52
CSTT,TA,782991,MISC,504,0,2011-11-11,2011-11-10 19:24:04
CSTT,TA,782991,CSTT,004,,2011-11-11,2011-11-03 13:15:53
YUKT,TA,484756,MISC,168,2,2011-11-11,2011-11-10 19:04:13
CHAT,TA,446833,X0109,804,0,2011-11-11,2011-11-10 19:01:10
CSTT,TA,456289,MISC,492,2,2011-11-11,2011-11-10 19:24:03
CHAT,TA,963123,X1719,854,0,2011-11-11,2011-11-10 12:19:27
YUKT,TA,313373,MISC,145,0,2011-11-11,2011-11-10 19:04:01
CHAT,TA,683559,X1719,875,0,2011-11-11,2011-11-10 19:01:29
YUKT,TA,533197,MISC,106,2,2011-11-11,2011-11-10 19:03:56
CHAT,TA,088829,X1719,844,2,2011-11-11,2011-11-10 19:01:18
YUKT,TA,195490,X109,086,2,2011-11-11,2011-11-10 19:04:13
CHAT,TA,577618,X1719,802,0,2011-11-11,2011-11-05 06:50:38
YUKT,TA,750593,X109,026,0,2011-11-11,2011-11-10 19:04:02
YUKT,TA,617578,YUKT,CU1,0,2011-11-11,2011-11-10 19:03:55
CHAT,TA,716527,S7484,802,0,2011-11-11,2011-11-10 12:08:16
YUKT,TA,327781,X109,063,2,2011-11-11,2011-11-10 19:04:10
CHAT,TA,781008,X1719,808,0,2011-11-11,2011-11-10 19:01:09
CHAT,TA,781008,CHAT,005,,2011-11-11,2011-11-05 07:05:48
YUKT,TA,720896,MISC,159,2,2011-11-11,2011-11-10 19:04:03
YUKT,TA,122001,MISC,245,0,2011-11-11,2011-11-10 19:04:18
MAVT,TA,147721,X1011,601,0,2011-11-11,2011-11-10 19:05:45
MAVT,TA,189969,X15,603,0,2011-11-11,2011-11-10 19:05:40
YUKT,TA,712682,YUKT,006,0,2011-11-11,2011-11-10 19:04:16
YUKT,TA,712682,YUKT,X02,0,2011-11-11,2011-11-10 19:04:13
YUKT,TA,778459,X109,006,0,2011-11-11,2011-11-10 19:03:57
YUKT,TA,278671,X109,039,0,2011-11-11,2011-11-05 10:07:18
YUKT,TA,915884,X109,066,0,2011-11-11,2011-11-10 19:04:10
CHAT,TA,315174,MISC,934,0,2011-11-11,2011-11-10 19:01:18
CHAT,TA,005293,X31,805,0,2011-11-11,2011-11-10 19:01:18
CHAT,TA,750871,X1719,827,0,2011-11-11,2011-11-10 19:01:14
YUKT,TA,082002,MISC,219,2,2011-11-11,2011-11-10 19:04:17
CHAT,TA,605067,X1719,851,0,2011-11-11,2011-11-10 19:01:20
YUKT,TA,278065,S89,001,0,2011-11-11,2011-11-10 19:03:58
CHAT,TA,799210,X1719,849,0,2011-11-11,2011-11-10 12:19:26
YUKT,TA,427973,YUKT,DIV,,2011-11-11,2011-11-10 14:09:23
MAVT,TA,258967,X15,605,0,2011-11-11,2011-11-10 19:05:42
YUKT,TA,556001,MISC,265,0,2011-11-11,2011-11-10 19:04:20
YUKT,TA,222300,MISC,165,2,2011-11-11,2011-11-10 19:04:04
YUKT,TA,435224,X109,087,0,2011-11-11,2011-11-10 19:04:17
YUKT,TA,004734,MISC,177,0,2011-11-11,2011-11-10 19:04:06
CSTT,TA,346487,S53,305,0,2011-11-11,2011-11-10 19:23:56
YUKT,TA,637843,X109,085,0,2011-11-11,2011-11-10 14:28:35
CHAT,TA,076601,X1719,857,0,2011-11-11,2011-11-10 19:01:22
CHAT,TA,087541,X22,813,0,2011-11-11,2011-11-10 19:01:19
YUKT,TA,605085,MISC,199,0,2011-11-11,2011-11-10 19:04:11
CHAT,TA,524462,CHAT,008,0,2011-11-11,2011-11-10 19:01:30
YUKT,TA,361067,S89,004,2,2011-11-11,2011-11-10 19:04:01
MAVT,TA,037985,X15,602,0,2011-11-11,2011-11-10 19:05:38
CHAT,TA,611436,X1719,802,0,2011-11-11,2011-11-10 19:01:08
YUKT,TA,757641,S6191,003,0,2011-11-11,2011-11-10 19:04:21
YUKT,TA,143007,YUKT,09,,2011-11-11,2011-11-05 10:07:16
YUKT,TA,678698,YUKT,004,,2011-11-11,2011-11-05 10:41:16
CHAT,TA,707782,CHAT,07,,2011-11-11,2011-11-10 12:19:23
CHAT,TA,707782,X22,809,2,2011-11-11,2011-11-10 19:01:15
YUKT,TA,327009,MISC,223,2,2011-11-11,2011-11-10 08:42:55
MAVT,TA,720979,X1242,614,0,2011-11-11,2011-11-10 19:05:45
YUKT,TA,131005,MISC,270,0,2011-11-11,2011-11-10 19:04:20
CHAT,TA,826008,CHAT,06,,2011-11-11,2011-11-10 12:19:22
CHAT,TA,826008,CHAT,004,2,2011-11-11,2011-11-10 19:01:09
CHAT,TA,826008,CHAT,004b,2,2011-11-11,2011-11-11 08:18:15
CHAT,TA,826008,CHAT,004a,2,2011-11-11,2011-11-11 08:18:15
CHAT,TA,826008,S78,811,0,2011-11-11,2011-11-11 08:18:23
YUKT,TA,011125,MISC,113,0,2011-11-11,2011-11-10 19:03:56
YUKT,TA,121811,X109,056,0,2011-11-11,2011-11-10 19:04:08
YUKT,TA,923759,X109,044,0,2011-11-11,2011-11-10 19:04:05
YUKT,TA,195492,X109,071,0,2011-11-11,2011-11-05 10:07:21
CHAT,TA,572407,S78,803,0,2011-11-11,2011-11-10 19:01:09
YUKT,TA,497425,YUKT,008,0,2011-11-11,2011-11-10 19:04:18
CHAT,TA,978001,MISC,913,0,2011-11-11,2011-11-05 08:38:10
YUKT,TA,678924,MISC,178,2,2011-11-11,2011-11-10 19:04:14
CHAT,TA,439007,S78,811,0,2011-11-11,2011-10-29 09:19:34
CHAT,TA,439007,S78,811,0,2011-11-11,2011-10-29 09:12:51
YUKT,TA,531271,X109,072,0,2011-11-11,2011-11-10 19:04:11
CHAT,TA,046712,X1719,834,0,2011-11-11,2011-11-10 19:01:16
YUKT,TA,424509,X109,080,2,2011-11-11,2011-11-10 07:44:44
YUKT,TA,749256,MISC,136,0,2011-11-11,2011-11-10 19:04:00
YUKT,TA,808482,YUKT,VP,0,2011-11-11,2011-11-10 08:38:02
YUKT,TA,922585,X109,038,0,2011-11-11,2011-11-10 19:04:04
MAVT,TA,541431,X15,609,0,2011-11-11,2011-11-10 19:05:48
CHAT,TA,963127,X0109,803,0,2011-11-11,2011-11-10 19:01:10
YUKT,TA,013272,X109,039,0,2011-11-11,2011-11-10 19:04:04
YUKT,TA,561012,YUKT,08,,2011-11-11,2011-11-10 14:28:18
YUKT,TA,561012,YUKT,005,2,2011-11-11,2011-11-10 19:03:57
CHAT,TA,973005,S7484,807,2,2011-11-11,2011-11-10 19:01:24
YUKT,TA,201393,YUKT,004b,2,2011-11-11,2011-11-11 07:03:20
YUKT,TA,201393,YUKT,004a,2,2011-11-11,2011-11-11 07:03:19
YUKT,TA,201393,X109,078,2,2011-11-11,2011-11-11 07:03:20
YUKT,TA,201393,YUKT,07,,2011-11-11,2011-11-10 14:28:16
YUKT,TA,201393,YUKT,004,2,2011-11-11,2011-11-10 19:03:56
CHAT,TA,310004,X1719,872,0,2011-11-11,2011-11-10 19:01:28
YUKT,TA,220491,YUKT,X02,0,2011-11-11,2011-11-10 19:04:18
YUKT,TA,220491,X109,010,0,2011-11-11,2011-11-10 19:03:59
CHAT,TA,115008,X1719,824,0,2011-11-11,2011-11-10 19:01:13
CHAT,TA,115008,CHAT,010,,2011-11-11,2011-11-05 07:05:53
YUKT,TA,979144,YUKT,003,0,2011-11-11,2011-11-10 19:03:55
YUKT,TA,017425,YUKT,30A,,2011-11-11,2011-11-10 08:43:37
YUKT,TA,017425,MISC,236,0,2011-11-11,2011-11-10 19:04:17
CHAT,TA,938901,X1719,833,0,2011-11-11,2011-11-10 19:01:16
YUKT,TA,879345,YUKT,ATU,0,2011-11-11,2011-11-10 19:04:11
YUKT,TA,259176,X109,043,0,2011-11-11,2011-11-10 19:04:05
YUKT,TA,516644,MISC,169,2,2011-11-11,2011-11-10 19:04:05
YUKT,TA,616054,MISC,163,2,2011-11-11,2011-11-10 19:04:04
YUKT,TA,477630,YUKT,04,,2011-11-11,2011-11-10 07:44:38
YUKT,TA,477630,MISC,204,0,2011-11-11,2011-11-10 19:04:11
CHAT,TA,912036,X1719,839,0,2011-11-11,2011-11-10 12:19:23
YUKT,TA,722004,MISC,216,0,2011-11-11,2011-11-10 19:04:15
YUKT,TA,218219,MISC,183,2,2011-11-11,2011-11-10 19:04:12
YUKT,TA,470483,X109,046,0,2011-11-11,2011-11-05 10:07:22
YUKT,TA,573343,X109,009,0,2011-11-11,2011-11-10 19:03:58
CHAT,TA,932953,X0109,810,0,2011-11-11,2011-11-10 19:01:15
YUKT,TA,503595,YUKT,X03,0,2011-11-11,2011-11-10 14:10:48
YUKT,TA,503595,YUKT,004,0,2011-11-11,2011-11-10 14:10:46
YUKT,TA,535003,MISC,200,0,2011-11-11,2011-11-10 19:04:11
CHAT,TA,551971,X1719,828,0,2011-11-11,2011-11-10 19:01:14
CHAT,TA,070706,X1719,831,0,2011-11-11,2011-11-10 19:01:15
YUKT,TA,659379,S89,009,0,2011-11-11,2011-11-10 19:04:11
YUKT,TA,155453,X109,004,0,2011-11-11,2011-11-10 19:03:56
YUKT,TA,845525,S89,003,2,2011-11-11,2011-11-10 19:03:59
YUKT,TA,692520,MISC,197,2,2011-11-11,2011-11-10 19:04:14
YUKT,TA,889611,X109,076,2,2011-11-11,2011-11-10 19:04:12
CHAT,TA,478684,CHAT,R17,0,2011-11-11,2011-11-10 12:08:18
CHAT,TA,478684,MISC,933,0,2011-11-11,2011-11-10 19:01:18
YUKT,TA,990002,MISC,238,0,2011-11-11,2011-11-10 19:04:17
MAVT,TA,904314,MAVT,001,0,2011-11-11,2011-11-10 19:05:38
CHAT,TA,877004,CHAT,01,,2011-11-11,2011-11-05 08:38:09
CHAT,TA,877004,MISC,932,2,2011-11-11,2011-11-05 08:38:09
MAVT,TA,663669,MAVT,01,0,2011-11-11,2011-11-10 19:05:51
CSTT,TA,663672,MISC,439,0,2011-11-11,2011-11-10 19:23:56
CHAT,TA,445288,X1719,814,0,2011-11-11,2011-11-10 19:01:11
YUKT,TA,962106,X109,034,0,2011-11-11,2011-11-10 19:04:03
YUKT,TA,148176,X109,054,0,2011-11-11,2011-11-10 19:04:07
CHAT,TA,558852,X1719,843,0,2011-11-11,2011-11-10 19:01:18
YUKT,TA,290049,MISC,191,2,2011-11-11,2011-11-10 19:04:09
CHAT,TA,426152,CHAT,03,,2011-11-11,2011-11-10 12:19:20
CHAT,TA,426152,CHAT,001,2,2011-11-11,2011-11-10 19:01:08
CHAT,TA,426152,CHAT,001b,2,2011-11-11,2011-11-11 08:16:58
CHAT,TA,426152,CHAT,001a,2,2011-11-11,2011-11-11 08:16:58
CHAT,TA,426152,MISC,909,0,2011-11-11,2011-11-11 08:16:58
CHAT,TA,899664,X1719,836,0,2011-11-11,2011-11-10 19:01:16
YUKT,TA,643940,MISC,186,0,2011-11-11,2011-11-10 19:04:08
YUKT,TA,823554,X109,042,0,2011-11-11,2011-11-10 19:04:05
YUKT,TA,087001,MISC,266,0,2011-11-11,2011-11-10 19:04:20
FRPT,TA,013004,Q58,140,2,2011-11-11,2011-11-10 19:01:06
ENYT,TA,644005,Q56,505,0,2011-11-11,2011-11-04 07:39:32
FLTT,TA,832031,B46,201,0,2011-11-11,2011-11-10 19:06:59
ENYT,TA,150004,B82,148,0,2011-11-11,2011-11-10 19:04:00
JAMT,TA,739004,MISC,307,0,2011-11-11,2011-11-10 19:02:06
CHAT,TA,002793,S78,802,0,2011-11-11,2011-11-10 19:01:08
WFRT,OA,012762,BX33,102,0,2011-11-11,2011-11-10 19:08:55
GUNT,OA,013128,BX402,029,0,2011-11-11,2011-11-10 19:05:13
MJQT,OA,019079,M14AD,036,0,2011-11-11,2011-11-10 19:52:59
MJQT,OA,025374,M104,021,0,2011-11-11,2011-11-10 19:53:15
MJQT,OA,026074,MJQT,016,,2011-11-11,2011-11-04 08:26:38
ENYT,OA,029317,B15,102,0,2011-11-11,2011-11-10 19:03:44
MJQT,OA,032204,M20,107,0,2011-11-11,2011-11-10 19:53:07
GUNT,OA,032967,BX402,030,0,2011-11-11,2011-11-10 19:06:02
FRPT,OA,033367,Q58,155,2,2011-11-11,2011-11-10 19:01:09
FLTT,OA,033500,B41,010,0,2011-11-11,2011-11-10 19:06:35
MJQT,OA,033558,M34,010,0,2011-11-11,2011-11-10 19:52:57
ENYT,OA,033574,Q56,529,0,2011-11-11,2011-11-10 19:04:08
MJQT,OA,033619,M34,026,0,2011-11-11,2011-11-10 10:14:44
MJQT,OA,033653,M23,002,0,2011-11-11,2011-11-10 19:52:40
GAVT,TA,030011,B60,607,0,2011-11-11,2011-11-10 21:09:59
JGLT,TA,067008,B43,110,2,2011-11-11,2011-11-01 07:11:05
YUKT,TA,096003,MISC,243,0,2011-11-11,2011-11-10 19:04:18
YUKT,TA,130003,MISC,150,2,2011-11-11,2011-11-10 14:10:51
QUVT,TA,314002,MISC,365,0,2011-11-11,2011-11-10 20:06:44
CHAT,TA,349009,MISC,906,0,2011-11-11,2011-11-10 19:01:08
JGLT,TA,518004,B4,014,0,2011-11-11,2011-11-10 20:22:51
UPKT,TA,542005,B6,293,2,2011-11-11,2011-11-10 10:36:57
UPKT,TA,542005,UPKT,005,0,2011-11-11,2011-11-10 19:00:44
JGLT,TA,613007,B43,102,0,2011-11-11,2011-11-10 20:22:55
CHAT,TA,700011,MISC,917,0,2011-11-11,2011-11-10 19:01:13
JAMT,TA,723008,Q3,002,2,2011-11-11,2011-11-10 19:02:05
MJQT,OA,033920,M57,005,0,2011-11-11,2011-11-10 19:52:48
MJQT,OA,033930,M20,105,0,2011-11-11,2011-11-10 19:52:56
MJQT,OA,033931,M79,026,2,2011-11-11,2011-11-10 19:53:37
MTVT,OA,033921,M5,214,0,2011-11-11,2011-11-10 11:32:25
ENYT,OA,033927,B12,007,0,2011-11-11,2011-11-10 19:03:47
ENYT,OA,033939,B45,022,0,2011-11-11,2011-11-10 19:04:08
YUKT,TA,648101,X109,021,0,2011-11-11,2011-11-10 19:04:01
YUKT,TA,001224,X109,023,0,2011-11-11,2011-11-10 19:04:01
YUKT,TA,001707,MISC,142,0,2011-11-11,2011-11-10 19:04:01
CSTT,TA,003005,MISC,514,2,2011-11-11,2011-11-10 19:24:07
CSTT,TA,003038,S53,313,0,2011-11-11,2011-11-10 19:24:12
YUKT,TA,005157,YUKT,003,,2011-11-11,2011-11-05 10:41:17
YUKT,TA,005157,YUKT,X03,0,2011-11-11,2011-11-10 19:04:21
YUKT,TA,005157,YUKT,004,0,2011-11-11,2011-11-10 19:04:02
CSTT,TA,005311,MISC,592,0,2011-11-11,2011-11-10 19:24:16
MAVT,TA,005413,MISC,704,0,2011-11-11,2011-11-10 19:05:48
CSTT,TA,011041,CSTT,013,,2011-11-11,2011-11-05 00:58:43
MAVT,TA,011127,X1242,615,0,2011-11-11,2011-11-10 19:05:46
CSTT,TA,011189,CSTT,001,0,2011-11-11,2011-11-10 19:24:05
CSTT,TA,012005,CSTT,06,,2011-11-11,2011-11-10 13:55:39
CSTT,TA,012005,CSTT,006,2,2011-11-11,2011-11-10 19:23:55
CSTT,TA,012169,MISC,446,0,2011-11-11,2011-11-10 19:23:57
CHAT,TA,012999,X1719,858,0,2011-11-11,2011-11-10 19:01:22
YUKT,TA,013902,MISC,158,2,2011-11-11,2011-11-10 19:04:03
MAVT,TA,013926,MISC,705,0,2011-11-11,2011-11-10 19:05:49
CSTT,TA,014002,S4898,301,0,2011-11-11,2011-11-10 19:23:50
CSTT,TA,019013,CSTT,016,,2011-11-11,2011-11-03 13:17:13
CSTT,TA,021100,MISC,578,0,2011-11-11,2011-11-10 19:24:13
